Date,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
200206,-7.1,-4.56,-3.87,-2.49,-1.11,-0.48,-0.55,-0.51,-1.22,-1.51
200207,-10.38,-11.47,-9.92,-10.4,-8,-6.71,-6.17,-5.96,-7.15,-8.85
200208,2.3,0.24,1.98,2.03,1.57,1.13,2.17,1.4,1.54,2.95
200209,-5.76,-7.2,-5.39,-5.84,-6.09,-6.4,-4.34,-3.1,-5.86,-5.81
200210,3.55,1.97,0.95,4.48,1.31,1.7,2.08,1.86,1.36,0.55
200211,4.83,6.17,4.38,4.38,4.12,6.02,5.24,4.56,4.63,3.88
200212,-3.83,-1.96,-1.74,-1.33,-0.15,-1.14,-1.16,-0.01,0.52,0.55
200301,-1.78,-2.82,-1.98,-2.29,-2.12,-1.13,-0.63,-0.09,0.15,-0.09
200302,-3.23,-3.8,-1.9,-2.53,-2.52,-1.42,-0.99,0.3,-1.71,-2.89
200303,1.26,0.56,1.48,0.35,-0.29,-0.33,0.41,2.11,1.16,1.34
200304,7.91,9.34,8.88,9.05,7.17,7.22,6.46,5.95,7.5,6.88
200305,9.23,7.74,7.03,5.76,6.19,6.78,4.54,4.93,6.18,10.1
200306,3.18,2.23,2.97,1.34,2.14,1.93,0.73,1.44,1.01,1.48
200307,3.92,5.08,4.12,4.66,5.62,4.61,5.64,5.19,2.97,2.51
200308,5.34,5.31,2.24,2.3,4.32,3.77,2.66,2.03,1.8,0.7
200309,-1.36,-0.69,-0.02,-0.21,0.85,-0.61,-0.17,-0.18,1.02,1.77
200310,7.65,8.41,7.41,7.65,5.46,6.4,5.89,6.7,5.57,7.11
200311,2.92,4.04,4.52,3.35,3.83,3.5,3.06,3.51,2.5,1.71
200312,3.41,2.49,4.78,5.28,3.82,4.11,3.12,3.75,4.9,5.2
200401,2.31,1.74,2.5,2.06,2.85,1.94,1.75,1.91,1.61,3.87
200402,2.9,2.77,2.71,2.81,1.95,2.48,1.78,0.67,2.58,2.76
200403,0.8,1.89,1.17,0.43,-0.07,-0.08,0.16,0.04,-0.2,0.98
200404,-1.33,-2.32,-2.57,-3,-2.26,-3.02,-1.92,-2.1,-1.53,-4.44
200405,0.7,0.51,1.34,1.53,0.84,-0.19,-0.18,0.88,1.01,-0.38
200406,3.88,5.24,3.1,3.85,3.56,3.52,3.71,3.71,3.58,2.38
200407,-4.13,-4.63,-4.15,-2.25,-3.1,-1.87,-3.29,-1.33,-1.17,-1.28
200408,-1.24,-0.78,0.03,-0.87,-0.19,0.66,0.54,1.9,2.51,2.17
200409,4.82,3.4,5.24,3.28,3.77,3.93,3.45,2.63,1.73,1.58
200410,1.04,2.06,2.01,2.65,0.83,2.12,1.1,1.92,1.6,1.24
200411,7.62,6.5,7.24,7.65,8.02,7.52,6.95,5.74,4.92,5.07
200412,3.16,4.3,2.93,3.3,2.81,2.38,2.98,1.99,1.97,3.28
200501,-1.9,-2.29,-0.93,-1.8,-2.05,-1.28,-2.67,-1.58,-2.64,-1.72
200502,3.19,2.6,1.65,2.26,2.08,2.47,0.53,0.4,0.75,2.09
200503,-2.77,-0.98,-2.06,-2.47,-2.91,-1.56,-1.14,-1.49,-1.78,-1.28
200504,-4.8,-4.31,-3.83,-5.52,-4.87,-3.59,-4.56,-3.4,-1.84,-2.59
200505,5.24,5.02,5.06,3.69,3.9,4.02,3.86,4.16,2.67,4.19
200506,1.95,2.98,3.14,3.94,4,2.19,2.09,2.54,2.58,2.86
200507,6.1,6.25,5.92,8.04,5.34,4.73,4.08,3.71,3.85,4.08
200508,-1.46,0.58,-2.58,-1.87,-1.22,-1.13,-1.65,-1.11,-1.1,-1.98
200509,0.77,1.25,0.46,0.7,-0.18,-0.26,-0.78,0.23,0.02,-1.02
200510,-3.38,-1,-2.42,-0.86,-1.94,-2.05,-1.45,-0.93,-1.56,-3.21
200511,4.29,4.15,5.52,4.36,3.44,3.56,2.62,2.43,1.75,1.8
200512,0.95,1.55,0.09,0.12,0.53,0.5,-0.49,0.01,-0.54,0.67
200601,4.78,6.91,5.05,6.47,6.12,5.6,3.62,4.01,2.85,4.28
200602,-1.4,-1.31,-0.24,-1.37,1.07,1.09,0.58,0.26,0.09,0.9
200603,2.88,4.61,3.67,4.95,3.36,3.33,3.2,2.49,2.14,2.58
200604,-0.71,0.14,1.82,0.05,0.9,1.29,1.38,1.26,1.7,1.37
200605,-4.55,-4.15,-2.97,-2.95,-2.74,-2.68,-1.81,-1.77,-1.46,-1.53
200606,-0.32,-0.47,-0.43,1.09,-0.18,0.41,0.53,1.19,0.31,0.72
200607,-4.3,-2.7,-3.16,-3.2,-2,-0.19,-1.21,0.47,0.27,0.29
200608,1.15,0.85,1.83,3.09,1.81,2.03,2.02,2.09,1.66,2.36
200609,-0.07,0.31,1.58,2.05,1.7,1.87,2.09,1.47,1.12,2.65
200610,5.34,4.27,4.37,3.82,3.78,3.93,3.58,3.98,3.52,4.64
200611,2.33,3.96,2.08,1.34,2.51,2.77,2.31,1.93,1.91,1.75
200612,-0.82,0.6,0.99,0.67,0.84,1.66,1.47,1.72,1.82,0.87
200701,2.29,3.48,1.8,3.15,1.63,1.64,1.11,0.54,0.73,1.73
200702,0.58,-0.82,-0.06,-0.2,-0.94,-0.57,-1.16,-0.38,-0.26,0.56
200703,0.72,0.82,0.37,-0.08,-0.2,2.26,0.21,-0.21,0.88,0.72
200704,3.06,1.8,1.9,1.93,2.09,1.12,1.21,-0.06,1.52,1.86
200705,3.9,4.14,4.79,3.09,3.03,3.02,3.45,1.88,0.97,2.36
200706,-1.9,-0.43,0.3,-2.06,-0.58,-0.9,-0.93,-1.95,-0.64,-0.86
200707,-4.55,-5.19,-5.61,-4.78,-6.23,-6.86,-5.78,-5.5,-5.8,-5.45
200708,-0.38,0.1,0.76,-0.5,0.58,0.38,0.61,1.58,3.25,0.75
200709,2.03,2.7,1.08,-0.14,0.75,-0.86,0.5,0.2,-0.48,-0.06
200710,2.17,0.67,0.16,0.42,0.46,-0.57,-1.93,-1.57,-0.82,0.41
200711,-6.16,-6.1,-7.46,-6.32,-6.11,-7.78,-4.37,-5.39,-5.08,-6.76
200712,-0.18,1.74,-0.99,-0.36,-1.38,-2.67,-2.65,-1.61,-2.72,-1.75
200801,-6.49,-6.23,-4.29,-3.84,-4.05,-2.14,-2.14,-0.64,1.01,-1.52
200802,0.6,-1.51,-2.2,-1.78,-4.2,-5.09,-4.18,-4.12,-4.98,-3.99
200803,-1.49,-0.69,-0.46,0.47,-0.84,-0.24,-0.56,1.05,1.76,0.21
200804,5.38,5,3.46,3.72,1.5,0.65,0.21,1.1,1.01,-0.32
200805,5.07,4.28,3.02,2.47,1.7,0.77,0.05,-0.79,0.33,0.45
200806,-9.34,-7.92,-9.2,-10.1,-11.46,-13.18,-12.93,-12.39,-12.16,-11.71
200807,-3.7,2.83,0.07,0.97,4.34,2.75,2.99,3.73,4.55,6.59
200808,-0.58,1,4.4,4.17,4.21,3.57,3.52,1.99,4.71,5.27
200809,-16.49,-10.76,-8.08,-8.2,-8.3,-5.91,-2.87,-2.73,-0.48,-5.18
200810,-24.37,-19.73,-20.33,-18.91,-20.08,-16.67,-17.34,-12.82,-14.94,-18.03
200811,-14.25,-7.96,-8.92,-11.31,-10.89,-9.61,-9.17,-11.52,-12.35,-17.86
200812,2.26,5.87,2.48,6.14,7.52,2.97,2.1,-0.25,2.04,-1.64
200901,-5.26,-7.68,-8.51,-9.3,-11.99,-7.32,-9.81,-8.57,-13.42,-12.75
200902,-11.12,-11.75,-9.98,-14.64,-14.06,-12.97,-12.44,-10.45,-15.14,-16.64
200903,9.13,8.75,9.29,11.44,11.76,9.57,10.43,10.15,13.56,18.24
200904,20.93,16.51,17.5,19.98,21.22,18.72,18.13,18.47,21.6,20.53
200905,10.71,5.83,3.54,5.62,7,3.81,2.84,4.61,5.19,8.14
200906,-0.88,0.37,-0.31,-0.75,0.5,0.77,2.2,2.67,-1.93,-4.53
200907,7.48,7.32,7.2,9.14,8.45,8.92,11.15,10.02,8.64,12.34
200908,3.91,5.88,2.59,4.82,4.56,1.65,2.47,3.92,5.7,13.12
200909,7.3,4.82,5.88,2.49,4.49,1.34,1.41,4.75,2.92,6.57
200910,-3.72,-4.52,-4.01,-5.06,-5.7,-4.92,-3.75,-4.48,-4.11,-8.67
200911,1.62,3.8,1.43,1.66,4.29,1.27,2.24,1.28,0.04,2.45
200912,6.27,5.41,3.74,5.34,4.06,3.95,5.38,4.51,5.92,4.7
201001,-1.38,-1.44,-2.47,-3.47,-2.21,-1.7,-1.59,1.3,1.28,5.32
201002,4.85,4.64,5.16,3.97,4.46,3.14,3.94,3.15,3.12,1.82
201003,7.88,7.15,7.99,8.38,7.24,5.47,6.44,7.68,8.94,7.98
201004,3.7,4.36,5.5,8.26,5.9,7.44,9.34,7.65,8.03,9.21
201005,-7.99,-6.28,-7.89,-8.57,-6.4,-7.62,-6.52,-7.64,-7.75,-7.57
201006,-8.12,-6.6,-7.08,-7.42,-7.08,-6.61,-7.35,-6.79,-8,-9.25
201007,6.25,6.66,6.14,7.39,7.1,5.62,6.38,6.71,5.34,6.07
201008,-8.82,-6.78,-6.85,-7.36,-8.16,-6.66,-4.98,-6.16,-4.2,-3.96
201009,11.29,10.34,11.41,10.01,11.59,9.98,8.25,8.57,6.82,6.75
201010,1.92,4.47,3.36,3.19,3.4,3.24,2.67,2.01,3.5,3.49
201011,2.51,2.02,3.16,3.75,2.97,3.07,1.58,1.87,0.78,1.31
201012,11.02,8.33,7.8,9.74,7.58,9.41,6.45,6.42,5.79,4.68
201101,2.61,2.07,0.8,1.2,1.04,1.2,-0.15,0.06,-0.24,1.64
201102,5.37,3.2,4.98,3.45,3.41,3.48,4.62,3,2.65,2.94
201103,1.95,1.79,2.69,2.21,1.62,0.74,1.32,2.62,0.94,0.74
201104,1.09,1.19,0.74,1.86,2.02,2.59,2.94,2.06,1.58,2.59
201105,-2.51,-1.7,-1.98,-1.15,-1.64,-1.78,-2.24,-1.09,-1.75,1.03
201106,-0.5,-0.93,-2.09,-0.26,0.13,-1.79,-1.32,-1.3,-1.51,-0.14
201107,-2.11,-2.37,-2.43,-3.81,-2.66,-3.59,-2.56,-2.12,-2.23,-1.43
201108,-9.85,-8.88,-7.07,-6.32,-7.05,-8.48,-6.37,-5.43,-2.98,-2.8
201109,-12.31,-13.23,-10.17,-8.45,-8.9,-9.29,-7.13,-7.19,-6.54,-5.84
201110,17.33,15.6,14.65,14.48,12.79,13.32,11.45,11.36,9,7.96
201111,-0.6,-0.33,-0.89,0.43,0.49,0.53,0.54,0.99,0.59,0.05
201112,-0.88,-0.77,-0.18,0.75,1.04,-0.1,1.82,1.12,2.21,1.18
201201,8.04,9.02,5.73,6.36,5.09,6.98,5.58,4.86,3.66,2.82
201202,5.53,4.19,2.63,3.33,3.11,3.43,2.79,1.43,1.76,1.66
201203,2.59,4.06,2.33,2.22,2.08,3.21,2.93,2.83,2.58,2.71
201204,-0.79,-2.36,-0.48,-0.79,0.35,-0.7,0.09,-0.64,-0.38,-0.99
201205,-8.12,-7.66,-5.87,-5.81,-5.57,-7,-5.13,-4.35,-3.03,-4.78
201206,3.94,3.64,3.52,2.37,4,4.33,3.89,4.8,4.81,3.51
201207,-1.26,-0.14,-0.95,-1.11,0.99,-0.14,-0.8,-0.12,0.66,0.04
201208,4.32,3.1,2.86,2.81,2.07,3.74,2.91,1.72,1.28,1.36
201209,3.5,3.17,3.52,3.18,4.15,2.62,3.08,3.11,3.22,3.65
201210,1.09,-0.6,0.7,0.42,0.44,-1.56,-1.21,-1.11,-0.67,-0.44
201211,0.67,1.4,1.58,0.46,2.27,0.97,0.51,0.4,-0.15,-0.69
201212,3.87,2.83,3.11,2.53,2.57,3.17,2.74,2.48,2.52,2.56
201301,7.47,6.69,6.03,5.44,5.99,5.86,4.89,5.38,4.63,7.14
201302,0.86,1.76,1.67,1.8,2.15,0.98,1.59,2.09,1.86,0.86
201303,4.4,3.51,4.06,3.8,4.91,3.93,4.41,4.2,3.77,4.96
201304,-1.57,-0.02,-0.57,-0.17,-0.95,0.26,0.16,0.61,0.71,1.71
201305,5.27,4.53,4.12,3.82,5.12,5.38,2.61,2.18,1.46,1.91
201306,-2.08,-0.89,-0.69,-0.29,-0.86,1.14,0.15,0.09,1.1,-0.14
201307,6.5,6.38,5.79,7.05,6.87,7.75,7.26,6.2,4.99,7.94
201308,-2.45,-2.01,-2.65,-2.23,-3.16,-3.42,-4.01,-4.15,-3.58,-2.16
201309,5.65,6.19,5.13,5.06,4.68,5.16,4.03,4.75,3.78,5.24
201310,3.68,3.48,3.62,4.77,3.48,4.6,4.7,4.07,4.22,3.5
201311,4.48,3.74,5.16,3.5,3.87,4.03,3.57,3.5,3.01,4.48
201312,1.32,3.05,2.31,1.76,2.75,2.06,2.11,1.41,1.34,1.37
201401,-3.22,-4.31,-3.33,-4.22,-4.77,-4.07,-4.52,-3.79,-2.05,-2.52
201402,4.17,3.42,4.24,2.93,4.42,4.56,3.3,2.98,3.29,3.07
201403,0.09,1.15,0.67,0.8,1.84,2.43,2.65,1.94,1.43,1.61
201404,-2.04,-1.85,-1.79,-1.56,-2.1,-1.75,-0.97,-1.43,-1.63,-0.35
201405,2.03,1.37,0.96,1.47,1.69,0.54,0.76,-0.08,-0.15,-0.42
201406,3.87,3.76,4.32,3.86,3.13,2.89,2.83,2.87,4.25,3.23
201407,-5.43,-4.36,-4.7,-3.85,-2.81,-3.28,-2.78,-3.62,-4.37,-3.44
201408,4.69,5.11,4.39,3.21,3.59,4.35,3.97,3.58,3.73,4.07
201409,-5.54,-4.54,-4.6,-4,-2.54,-3.77,-3.16,-3.87,-3.36,-4.23
201410,4.72,4,5.37,5.8,3.91,4.12,5.42,5.92,6.14,4.48
201411,0.15,0.34,1.86,0.98,0.97,0.56,1.53,0.43,0.04,-0.25
201412,1.89,0.84,2.09,2.22,2.99,1.36,2.62,2.71,2.44,2.11
