Date,Non Durable Goods,Durable Goods,Manufacturing,Energy,Chemicals,Business Equipment,Telecom,Utilities,Retail,Healthcare,Finance,Other
198902,-1.4,-2.99,-2.04,-1.31,-2.21,-3.75,-1.22,-1.82,-1.79,-1.15,-0.38,-0.4
198903,5.43,-1.41,0.54,3.82,2.76,-5.53,5.56,0.57,2.88,4.96,4.73,1.19
198904,5.74,0.47,5.45,2.61,5.06,5.18,9.63,3.9,5.53,5.41,3.89,5.95
198905,5.37,2.3,4.3,2.82,2.12,2.46,5.8,5.34,5.27,3.43,4.12,4.31
198906,1.48,1.28,-3.17,-0.96,-1.53,-3.27,-0.02,3.4,-2.06,-2.74,0.92,1.02
198907,11.98,5.12,7.85,3.76,7.12,2.96,8.57,5.8,9.14,13.89,8.16,8.05
198908,-1.99,5.43,3.44,3.36,6.88,2.59,1.02,-0.8,2.7,0.37,1.95,5.94
198909,-0.54,-4.6,-2.15,1.41,-3.43,-2.79,3.81,0.48,-2.23,2.38,2.11,0.31
198910,-2.49,-5.7,-4.63,0.46,-3.74,-4.56,-2.03,1.01,-4.11,0.39,-3.98,-6.22
198911,1.68,-1.18,3.34,3.93,2.42,-1.81,2,3.23,1.37,4.53,-0.46,0.76
198912,1.36,-1.45,2.33,5.86,4.56,-1.06,5.73,4.79,1.25,1.05,-2.47,0.18
199001,-9.43,-3.84,-5.55,-4.14,-8.05,-1.25,-13.4,-5.35,-6.24,-7.37,-9.78,-7.17
199002,-0.39,5.13,2.71,3.03,2.18,4.03,-0.34,0.22,1.92,-2.06,2.32,3
199003,4.54,2.9,4.59,-0.48,2.22,4.47,4.18,-0.75,5.3,3.86,-1.55,1.79
199004,-0.27,-4.04,-2.98,-3.59,-2.16,-2.03,-3.46,-5.51,-1.91,0.29,-4.23,-2.21
199005,9.04,7.76,7.75,5.95,8.93,12.56,9.4,5.42,11.7,12.76,9.29,8.71
199006,2.03,-2.25,-0.62,-2.08,-0.54,-1.24,-4.7,0.75,1.62,4.44,-1.83,-1.05
199007,-0.81,-3.48,-0.01,8.23,0.8,-7.55,-4.59,0.88,-4.01,2.59,-4.55,-1.61
199008,-7.36,-14.27,-11.91,-1.21,-12.43,-12.1,-10.72,-6.63,-12.17,-6.82,-11.02,-11.93
199009,-4.11,-10.58,-8.59,-1.59,-6.68,-6.68,1.3,0.48,-8.42,-4.35,-11.44,-7.59
199010,2.45,-3.22,-3.62,-4.2,2.45,-3.59,2.8,7.23,-3.07,1.43,-7.03,-5.22
199011,6.55,4.11,6.79,1.63,8.77,11.12,3.1,2.3,10.37,9.45,14.3,5.31
199012,4.41,-0.44,5.29,-2.17,4,4.17,1.75,0.8,3.39,2.75,5.47,5.41
199101,5.15,7.29,8.18,-2.01,2.6,14.93,0.18,-1.37,9.41,4.53,7.19,8.15
199102,10.29,10.24,6.01,8.39,5.85,6.22,3.41,4.83,8.04,9.85,10.83,7.99
199103,4.78,1.16,1.45,1.28,1.15,0.17,2.34,1.71,8.61,5.43,5.81,-0.9
199104,-0.96,-2.35,-0.41,2.52,2.26,-2.94,1.13,-0.03,1.96,-1.12,1.73,0.48
199105,3.59,14.72,7.14,-1.38,7.92,3.77,-1.45,0.16,7.53,4.61,4.64,5.38
199106,-4.95,-4.46,-4.03,-3.7,-4.61,-8.91,-1.9,-2.37,-4.18,-4.16,-5.29,-5.06
199107,5.67,-0.41,2.27,5.02,5.15,4.64,3.2,3.99,5.4,8.44,5.69,2.8
199108,5.4,-2.14,2.15,1.74,1.55,2.79,0.84,3.53,3.68,2.86,4.38,0.64
199109,-3.25,-2.68,-2.5,-0.7,-1.85,-1.34,0.55,3.73,-3.24,-0.4,-0.21,-1.21
199110,-0.62,-1.99,1.69,2.03,1.17,1.97,2.11,1.23,-1.96,6.64,2.12,2.78
199111,-0.52,-7.97,-5.64,-7.67,-5.06,-4.36,-4.92,1.89,-1.21,-2.55,-5.13,-5.86
199112,14.63,7.65,11.54,1.94,11.47,9.17,9.83,5.01,13,16.47,13.27,11.16
199201,-3.05,10.49,1.93,-4.15,2.8,6.6,-2.62,-4.58,0.34,-5.55,0.85,4.79
199202,1.1,12.28,2.31,-0.52,1.47,3.89,-1.21,-1.23,2.6,-2.59,2.97,3.47
199203,-1.56,0.79,-2.13,-2.79,0.64,-5.17,-0.98,-0.53,-1.33,-5.46,-0.82,-4.76
199204,0.74,7.9,2.04,9.47,5,-0.98,6.85,2.68,-3.48,-2.15,0.9,-0.3
199205,1.38,-1.92,-0.63,3.2,-0.41,0.08,-1.7,2.54,0.18,1.08,2.53,-0.57
199206,-2.88,2.16,-2.19,-3.48,-5.58,-4.07,1.24,0.54,-1.9,-4.68,1.25,-2.67
199207,4.67,0.43,1.99,5.36,5.2,3.01,5.37,6.69,3.84,5.73,3.67,2.16
199208,0.85,-9.46,-2.96,2.57,-4.72,-4.53,-1.05,-0.49,-0.55,-3.31,-3.22,-3.85
199209,1.1,0.29,2.09,0.14,1.23,3.37,1.81,0.82,4.04,-4.9,3.37,3.65
199210,-0.84,0.06,0.11,-3.46,2.34,2.14,-0.53,-0.42,4.31,3.32,2.82,3.26
199211,3.65,8.64,4.72,-2.64,2.4,6.32,4.29,-0.24,7.21,4.87,6.52,4.95
199212,0.09,3.37,2.12,1.92,0.12,0.01,5.58,2.7,0.61,-1.4,4.61,2.03
199301,-0.78,9.48,1.21,2.75,-2.75,4.88,1.16,2.45,0.04,-6.77,3.66,2.41
199302,-2.06,-0.28,1.53,6.01,1.93,-0.3,5.72,6.21,-1.52,-8.94,0.99,-1
199303,0.01,5.45,2.7,4.1,1.25,2.23,3.26,1.77,2.77,0.81,4.37,2.77
199304,-9.23,2.31,-0.68,1.18,1.25,-3.66,-2.87,-0.15,-8.15,1.31,-3.71,-2.07
199305,2.66,1.08,2.86,1.74,1.3,8.78,4.23,-0.06,5.88,3.61,0.43,4.75
199306,-0.75,3.3,0.57,-1.12,-1.98,-0.44,4.64,3.18,-2.88,-2.93,3.89,-1.52
199307,-2.36,1.68,0.39,0.48,-0.96,-3.9,2.15,1.95,0.65,-5.99,2.4,1.16
199308,4.27,0.5,3.84,4.22,2.45,6.42,5.47,3.67,3.97,3.06,3.16,4.18
199309,-1.79,0.82,-1.78,1.44,-2.39,1.3,-0.47,-0.63,-0.33,0.92,2.35,0.12
199310,6.08,7.51,2.47,-1.87,4.85,1.57,2.61,-1.96,4.63,5.99,-3.77,1.51
199311,0.67,0.84,0.99,-5.89,1.61,0.07,-6.04,-5.51,0.67,1.11,-3.85,-0.38
199312,1.46,4.51,4.21,0.53,2.62,3.02,-0.43,1.61,-2.09,2.49,2.25,3.39
199401,-0.45,6.96,4.07,4.86,6.59,4.74,2.01,-1.22,0.63,1.92,4.18,4.93
199402,-1.28,-4.36,-0.54,-2.97,-0.76,1.7,-5.53,-4.95,1.98,-5.55,-4.06,-3.53
199403,-4.05,-6.42,-4.41,-3.63,-4.34,-3.89,-3.73,-3.93,-4.61,-6.72,-3.37,-6.31
199404,1.22,-0.45,-1.36,4.13,3.41,-1.57,1.42,2.11,0.26,2.41,2.44,-1.48
199405,-1.33,-2.78,2.02,0.89,2.24,2.1,1.67,-5.35,-1.9,4.36,4.31,-0.08
199406,-1.82,-3.43,-2.25,-2.68,-3.25,-5.21,0.71,-3.13,-2.62,-3.69,-2.6,-2.77
199407,2.94,3.7,4.83,3.3,3.94,3.89,3.2,5.16,0.79,1.05,2.8,2.27
199408,6.05,-0.23,3.85,-0.06,6.82,9.38,1.16,0.66,4.55,10.71,3.55,3.27
199409,-0.32,-5.06,-1.83,-2.08,-1.26,-0.49,-1.09,-2.78,-2.29,1.73,-4.76,-2.88
199410,2.16,-1.46,0.16,7.37,1.55,7.31,-0.09,1.56,1.21,0.88,0.35,-0.35
199411,-1.66,-5.07,-5.27,-4.84,-5.83,-2.14,-5.45,0.26,-3.38,0.43,-5.32,-4.81
199412,1.33,3.83,4.63,-0.99,2.74,2.49,0.9,0.35,-2.84,0.53,1.39,1.65
199501,1.84,-5.84,-0.22,0.37,-0.82,-0.81,4.2,6.23,1.54,6.15,5.64,2.32
199502,3,5.07,5.81,4.48,4.74,6.79,1.51,0.82,2.66,2.24,4.93,4.64
199503,2.72,1.44,3.2,5.27,4.21,4.58,0.28,-1.75,3.5,2.69,1.21,3.94
199504,1.84,1.41,2.7,2.34,3.66,8.31,1.59,2.38,-1.68,3.08,1.65,1.53
199505,4.72,4.84,3.12,4.08,3.34,3.07,0.63,6.01,2.72,1.62,6.2,0.01
199506,1.7,0.83,2.67,-3.09,0.71,9.83,3.87,-0.46,4.94,4.47,1.73,3.33
199507,1.26,2.65,4.5,2.3,1.19,7.91,5.14,-0.38,3.53,5.31,4.19,6.58
199508,0.68,0.72,-0.23,-1.61,-0.02,-0.14,4.33,0.98,-2.78,1.04,5.19,0.19
199509,6.69,-0.52,1.5,1.31,4.12,1.25,5.63,6.24,2.77,7.47,5.76,1.4
199510,0.36,-4.78,-2.67,-0.24,-2.79,1.5,-0.12,1.48,-5.51,1.15,-1.92,-2.41
199511,4.52,5.45,6.54,4.76,6.49,-0.75,2.67,1.56,6.15,4.96,6.76,4.5
199512,1.7,3.15,1.93,5.79,0.58,-4.23,3.93,5.06,-0.82,5.96,1.25,0.76
199601,2.66,3.49,2.7,-0.36,5.01,1.89,2.34,1.91,-0.35,5.94,3.93,2.48
199602,3.12,2.02,0.57,1.05,1.65,6.33,-2.19,-2.58,4.32,-1.06,2.13,2.61
199603,-0.93,4.28,2.94,4.98,4.75,-3.47,-1.87,-0.47,5.97,0.24,0.96,3.71
199604,0.09,3.54,2.51,3.44,-0.44,10.08,2.71,-2.59,4.23,-0.6,-1.08,3.61
199605,6.57,2.24,2.99,0.48,0.77,3.87,0.06,1.35,4.37,3.95,1.42,2.05
199606,3.24,-4.93,-0.33,0.92,-0.78,-4.91,0.44,5.21,-1.61,-0.2,0.65,-2.6
199607,-4.09,-4.18,-4.41,-4.67,-2.86,-7.54,-8.54,-5.82,-7.55,-6.06,-2.58,-8.61
199608,-0.72,3.16,3.38,2.97,2.83,4.41,-0.92,2.89,5.83,4.2,4.18,3.27
199609,3.71,2.4,5.99,4,6.55,10.66,1.52,0.67,3.49,7.35,5.79,3.14
199610,1.82,0.13,1.39,5.84,2.15,-1.18,-0.73,3.61,-2.26,-0.71,5.47,-0.37
199611,5.14,6.01,6.21,5.53,5.77,12.11,5.65,2.61,3.12,6.66,8.45,4.8
199612,0.54,-3.19,0.05,0.8,-1.54,-2.61,2.63,0.14,-3.49,-2.69,-1.65,-2.15
199701,5.54,3.16,4.07,4.32,4.73,9.39,2.34,0.9,0.19,9.59,6.59,4.45
199702,4.1,0.35,0.43,-5.69,1.77,-7.44,2.28,-0.57,3.09,0.93,3.93,-1.59
199703,-5.11,-3.94,-4.05,5.21,-2.93,-5.52,-7.59,-2.76,-1.29,-7.4,-6.63,-3.66
199704,5.2,2.31,5.3,0.05,5.32,8.27,2.54,-1.39,2.18,6.15,6.23,2
199705,5.88,6.67,8.42,7.34,6.3,10.11,6.64,3.77,6.04,6.92,5.87,7.57
199706,3.55,3.9,5.17,1.31,5.24,1.33,3.78,3.06,5.01,8.89,6.16,2.87
199707,3.34,7.46,7.1,7.4,7.3,16.03,2.75,2.82,7.79,2.05,10.62,4.97
199708,-6.24,1.37,-4.9,0.24,-7.18,-1.33,-2.28,-1.16,-2.57,-6.14,-5.64,-2.03
199709,5.59,5.34,3.77,6.3,2.05,3.44,9.68,4.65,5.16,6.61,8.09,7.39
199710,-3.16,-3.3,-6.73,-2.01,-3.58,-8.4,3.33,0.94,-2.2,0.26,-1.9,-4.95
199711,6.46,-1.63,3.79,-3.55,5.38,1.47,10.26,7.13,5.35,2.86,3.6,1.13
199712,3.79,4.1,-0.97,-1.51,1.71,-4.22,4.56,7.97,-0.27,3.57,5.9,3.54
199801,-2.9,0.55,1.74,-5.73,-1.83,5.28,4.84,-4.37,0.95,5.72,-2.84,0.24
199802,5.11,12.28,6.6,6.83,8.53,10.39,2.62,2.65,10.45,5.46,8.84,6.28
199803,5.7,6.24,5.22,4.8,4.03,1.3,9.81,6.77,6.57,3.62,5.74,5.93
199804,-3.1,0.99,1.16,3.8,1.43,5.15,-3.03,-2.51,-0.4,1.9,1.87,1.59
199805,1.09,7.2,-3.75,-4.2,0.92,-6.98,-1.65,-0.88,2.14,-2.49,-2.3,-5.34
199806,3.79,1.8,-0.97,-1.36,0.39,8.81,3.22,2.84,4.8,6.17,3.51,1.86
199807,-4.09,-1.32,-4.84,-6.79,-8.12,0.52,3.79,-5.34,-3.08,-0.22,-0.99,-4.08
199808,-12.99,-19.17,-15.63,-10.41,-10.84,-17.59,-11.81,2.25,-14.24,-12.26,-22.1,-18.83
199809,1.34,1.55,1.89,13.01,-2.58,15.17,10.14,7.98,1.45,11.99,2.07,4.9
199810,10.71,11.71,11.14,1.28,11.42,6.35,6.72,-1.76,10.64,3.86,10.05,5.63
199811,6.33,4.84,4.09,0.45,2.28,11.67,3.69,1.35,9.56,6.18,6.37,5.66
199812,0.51,4.26,3.17,-1.16,0.14,15.32,14.35,2.83,8.98,5.02,3.21,4.87
199901,-3.42,5.43,2.29,-5.51,-3.96,15.14,8.71,-6.26,2.37,0.25,0.52,2.91
199902,-3.78,-4.31,-2.9,-3.17,0.71,-11.46,-2.91,-3.78,-1.52,0.22,0.67,-2.13
199903,-1.98,-0.84,4.36,15.42,5.79,8.58,-0.69,-1.69,2.83,2.55,3.07,0.25
199904,3.76,10.33,8.5,15.91,11.42,2.35,8.29,7.18,0.49,-5.54,6.33,7.97
199905,1.4,-5.54,-2.81,-3.13,-4.25,-0.64,1.04,6.72,-2.89,-2.04,-3.56,-3.36
199906,0.34,0.59,5.94,-1.48,0.94,11.76,5.84,-4.29,7.93,4.52,2.83,4.49
199907,-2.47,-5.97,-1.35,1.65,-0.35,-1.78,-1.61,-0.61,-5.07,-4.42,-5.76,-7
199908,-4.62,1.12,-0.13,1.86,-1.01,5.49,-7.56,0.62,-6.01,3.72,-5.24,-4.72
199909,-6.76,-7.76,-1.16,-3.88,-7.65,-0.13,4.4,-4.31,1.43,-7.1,-5.26,-1.45
199910,6.41,4.44,3.12,-1.58,8.09,3.26,9.51,2.17,3.38,10.78,14.01,2.73
199911,-1.24,-1.93,-1.54,3.78,0.33,12.9,4.34,-7.45,4.19,1.52,-3.44,2.39
199912,-2.49,2.87,11.21,0.68,5.56,20.75,4.21,-2.34,6.54,-5.59,-0.92,10.21
200001,-4.81,-0.87,-7.88,0.9,-8.26,-4.78,-3.98,5.75,-11.24,7.56,-4.43,-4.82
200002,-6.22,-7.95,-2.3,-5.44,-10.2,18.04,-3.46,-7.26,-3.89,-2.82,-8.48,-0.61
200003,7.78,10.51,12,12.26,-3.89,4.12,7.53,5.77,13.32,0.2,16.68,4.76
200004,-1.83,9.26,1.23,-1.98,0.14,-10.66,-7.9,7.6,-4.3,5.25,-4.25,-1.11
200005,7.25,-13.22,-2.29,9.44,1.87,-10.86,-10.45,3.9,-2.71,3.93,5.06,-1.94
200006,2.38,-9.48,-0.16,-5.17,-4.91,13.01,4.21,-4.76,-2.29,11.53,-4.01,1.97
200007,0.84,4.61,-0.2,-2.61,-1.74,-5.18,-7.36,4.43,-1.39,-6.14,8.9,-0.14
200008,-1.82,4.57,8.91,8.91,1.72,12.57,-1.04,11.72,-2.44,3.6,10.19,6.99
200009,3.42,-4.1,-7.69,4.37,-1.33,-15.07,-4.03,9.63,2.75,3.78,2.29,-3.22
200010,7.62,1.87,3.19,-3.05,8.39,-7.31,-0.37,-2.24,-1.45,2.6,-0.32,-2.55
200011,2.79,-11.21,-5.24,-2.95,0.37,-23.39,-15.58,3.1,-1.36,0.71,-5.28,-7.6
200012,5.45,1.07,6.55,7.75,8.39,-8.03,-4.22,6.58,5.64,3.57,10.11,1.43
200101,-1.9,13.2,2.41,-3.39,-5.74,16.59,14.26,-10.77,6.61,-8.88,-0.49,1.43
200102,0.19,-1.25,-5.52,0.12,-1,-26.07,-9.95,6.24,-5.35,-0.48,-5.3,-2.54
200103,-4.66,-3.06,-7.49,-0.31,-6.82,-13.6,-5.85,1.64,-2.86,-8.49,-3.04,-6.76
200104,0.91,8.44,10.72,10.32,3.09,17.97,2.66,5.46,5.61,4.01,3.97,10.21
200105,3.36,-2.32,2.54,0.09,3.71,-3.39,-1.31,0.01,1.59,3.02,3.84,3.48
200106,-1.6,3.48,-5.9,-7.71,-0.8,1.45,-3.06,-6.22,-2.5,-2.81,0.7,-1.26
200107,-0.14,3.28,0.55,-2.55,0.6,-7.58,-0.73,-3.66,4.57,2.32,-0.71,-5.8
200108,2.52,-11.36,-3.03,-3.59,0.69,-12.66,-9.26,0.42,-6.99,-3.11,-5.68,-4.72
200109,-2.56,-16.9,-15.93,-5.65,-5.19,-19,-2.46,-6.39,-9.62,-0.59,-5.92,-13.45
200110,1.07,0.9,4.83,4.78,1.97,15.71,-9.42,1.41,1.65,1.18,-1.38,1.48
200111,2.08,15.5,8.77,-4.11,7.47,16.03,6.03,-1.63,10.15,5.09,7.17,9.53
200112,2.01,-0.91,3.88,6.16,-0.01,-0.65,2.75,3.85,4.52,-2.86,2.88,4.36
200201,1.92,2.94,2.04,-2.99,0.81,-0.53,-7.22,-4.07,2.77,-2.42,-1.33,-6.55
200202,4.36,3.05,4.58,5.19,3.69,-13.29,-2.39,-0.25,-0.1,-0.5,-1.12,0.76
200203,3.73,6.92,4.87,7.81,5.07,6.44,0.33,10.04,2.03,0.48,6.5,3.01
200204,2.66,1.74,-1.02,-4.4,-2.55,-11.78,-12.7,-0.56,-1.38,-7.65,-1.34,-9.38
200205,1.45,-0.21,-0.81,-0.59,0.92,-3.77,2.98,-6.47,-1.27,-2.27,-0.21,-1.01
200206,-5.77,-8.11,-3.85,-0.44,-1.5,-12.27,-14.39,-5.36,-5.09,-9.61,-4.7,-7.11
200207,-6.72,-12.26,-10.02,-11.95,-5.16,-9.58,-11.69,-12.3,-11.31,-2.6,-7.35,-4.24
200208,2.49,0.38,-2.68,0.54,1.71,-0.88,0.34,3.38,1.9,0.69,2.02,-1.04
200209,-7.68,-11.08,-9.66,-8.13,-5.45,-16.82,-9.32,-10.86,-9.4,-5.87,-10.84,-10.23
200210,5.22,-3.3,4.2,3.28,3.31,19.49,21.34,-0.68,5.7,5.76,7.57,3.46
200211,-1.27,12.07,8.39,3.17,2.02,16.21,11.83,1.62,1.93,3.71,3.52,7.48
200212,0,-7.26,-4.91,0.76,-1.38,-13.09,-9.07,3.85,-6.94,-4.12,-4.48,-6.17
200301,-4.78,-3.23,-4.48,-2.41,-3.26,-1.47,-3.48,-3.17,-4.77,-0.56,-1.34,-4.76
200302,-3.1,-5.05,-1.63,1.98,-3.22,1.3,-6.44,-3.92,-1.21,-1.83,-3.04,-1.48
200303,-2.67,-2.76,-1.12,1.18,6.19,-0.95,-0.57,4.35,4.61,3.81,0.02,2.65
200304,4.7,15.18,6.83,-0.57,5.58,9.33,11.16,7.44,8.9,4.26,11.24,13.03
200305,9.22,2.85,6.12,8.91,1.83,9.73,6.22,10.11,3.41,4.02,5.69,4.46
200306,1.57,2.68,1.75,-1.21,-1.85,0.26,1.96,0.66,3.46,4.1,0.58,1.78
200307,-2.33,6.6,5.86,-2.7,3.06,5.64,-1.62,-5.25,3.32,0.52,4.52,1.29
200308,0.66,7.86,5.84,6.26,0.7,6.09,1.39,1.91,6.76,-2.49,-0.75,3.92
200309,1.11,-4.07,-5.19,-2.31,-0.54,-0.9,-5.66,3.9,-4.53,0.18,0.66,-0.43
200310,5.59,6.97,10.47,1.54,5.45,8.22,6.69,1.58,9.03,0.58,7.07,4.96
200311,3.78,3.09,2.68,0.61,0.74,1.89,-0.63,0.94,0.58,1.57,0.7,2.14
200312,3.31,12.3,7.24,13.58,5.64,2.1,7.36,5.81,-2.13,5.7,4.26,4.93
200401,0.13,-1.12,-0.77,0.45,-0.28,4.47,1.43,1.92,0.45,3.04,3.31,1.45
200402,4.28,-0.11,1.57,4.69,2.94,-2.95,-0.79,2.06,6.08,0.9,2.79,0.15
200403,-0.3,-1.15,-0.49,-0.16,0.4,-2.55,-2.42,1.17,0.3,-3.95,-0.64,-0.49
200404,1.51,2.38,-0.89,2.48,1.37,-4.93,-0.49,-3.51,-2.68,3.6,-4.52,-2.11
200405,-2.19,-1.61,1.75,0.42,1.24,4.87,-2.9,1.28,0.27,-0.39,1.83,2.61
200406,1.87,5.08,6.2,5.49,3.47,2.62,0.6,2.01,0.07,-0.37,0.59,3.69
200407,-5.81,-4.69,-3.91,3.28,-4.33,-8.5,-1.28,1.05,-3.98,-5.9,-2.31,-2.69
200408,0.83,-2.3,-0.03,-1.24,4.19,-4.43,1.29,3.67,-1.15,1.65,3.1,-0.71
200409,-1.76,2.45,2.92,8.88,-0.26,3.26,1.36,1.42,2.58,-1.39,0.21,3.64
200410,2.87,-2.65,-1.26,0.66,-1.61,5.03,3.42,4.23,3.08,-2.39,0.57,2.67
200411,4.52,7.18,7.71,6.56,5.96,5.85,3.44,4.92,3.61,0.62,4.7,5.44
200412,4.8,4.85,2.2,-2.09,3.53,3.19,4.33,2.41,3.43,5.67,4.24,4.78
200501,-0.08,-6.71,-2.06,3.02,-1.16,-6.14,-3.91,1.76,-1.08,-4.05,-2.14,-3.09
200502,0.6,-0.28,4.17,19.03,4.1,-0.18,-0.14,2.32,0.86,2.47,-0.23,1.12
200503,-0.88,-7.56,-1.72,-3.27,-0.94,-2.42,-0.12,0.63,0,-0.42,-3.23,-0.65
200504,-1.02,-11.06,-5.11,-5.79,-3.94,-4.54,-1.98,2.1,-5.34,3.93,-0.93,-3.11
200505,2.27,8.65,3.98,2.17,0.5,7.77,1.45,1.7,6.39,1.47,3.35,3.47
200506,-1.61,1.77,-0.77,5.85,-2.17,-1.61,0.17,5.57,2.47,-0.57,2.46,-0.66
200507,2.41,5.21,6.52,6.14,4.28,5.96,2.98,2.99,5.84,3.73,1.74,4.1
200508,0.1,-2.73,-0.51,5.71,-3.34,-0.6,-1.13,1.16,-5.57,-0.31,-1.45,-2.16
200509,0.25,-4.8,1,7.05,0.19,0.79,-1.51,4.39,-1.75,-1.89,1.16,1.32
200510,-1.81,-4.17,-3.28,-10.01,-0.64,-1.63,-3.1,-6.85,1.62,-3.26,2.52,-1.46
200511,1.01,2.28,6.59,1.38,2.66,6.61,2.56,-0.19,4,1.59,4.49,5.83
200512,-0.16,-0.66,1.55,0.72,1.22,-1.85,-1.58,1.23,-0.61,2.39,0.28,-0.01
200601,0.18,6.15,6.03,12.69,2.94,3.68,3.72,3.05,1.99,2.15,1.28,2.3
200602,1.15,-0.31,1.58,-8.22,0.33,-1.27,3.31,0.23,1.44,1.1,1.59,0.08
200603,1.23,2.77,4.26,4.2,0.1,2.99,1.83,-3.64,2.41,-0.96,0.63,4.36
200604,1.03,0.53,4.64,4.64,2.56,-1.08,1.68,1.85,-1.66,-1.91,2.77,1.15
200605,1.3,0.5,-3.43,-3.38,-3.03,-6.8,-0.26,1.52,-1.93,-2.19,-3.6,-2.5
200606,-0.08,1.92,-0.61,2.58,-0.27,-1.16,2.86,2.41,0.27,-0.15,-0.4,-0.14
200607,3.49,-3.16,-4.69,4.7,-1.65,-3.94,2.31,4.87,-4.31,4.24,1.32,-5.97
200608,3.09,2.06,0.45,-3.56,5.76,7.21,2.34,2.35,2.05,2.23,1.49,1.97
200609,-0.31,4.27,1.98,-3.53,1.77,3.71,3.36,-2.15,5.76,1.65,3.66,2.65
200610,2.59,5.13,4.46,5.02,4.15,4.34,5.36,5.36,3.9,1.66,2.1,4.47
200611,1.44,1.86,4.65,8.56,1.28,3.07,0.8,3.03,-1.31,0.07,1.03,3.16
200612,1.98,-0.79,0.07,-2.07,1.48,-0.96,4.23,0.7,1.45,0.12,3.81,1.89
200701,1.35,2.71,3.33,-1.31,3,2.16,2.98,0.38,3.55,3.49,0.5,2.39
200702,-1.79,-0.43,1.05,-2.17,0.27,-2.49,-2.52,4.25,-0.63,-2.79,-2.5,-1.94
200703,2.47,-1.07,1.9,5.99,0.88,0.91,2.31,4.34,0.73,-0.2,-0.38,-0.06
200704,3.74,6.26,5.35,5.39,2.34,4.92,2.01,3.92,2.23,6.84,3.67,2.81
200705,2.81,3.42,6.26,7.19,1.67,3.88,6.81,1.2,2.51,1.12,2.94,4.22
200706,-0.86,2.12,-0.48,1.04,-0.87,0.62,-1.72,-4.78,-1.95,-3.38,-3.54,-0.96
200707,-4.26,-5.9,-0.17,-1.02,0.05,-1.22,-3.11,-3.82,-5.36,-4.09,-7.53,-1.05
200708,1.83,-1.78,-0.15,0.3,2.78,2.66,-0.87,1.93,1.4,2.29,1.49,-0.26
200709,3.76,1.6,4.98,7.8,6.35,4.22,2.11,3.57,-0.72,3.57,1.95,4.16
200710,2.2,1.04,0.38,2.74,2.25,6.85,-2.13,6.69,1.07,1.45,-1.3,2.41
200711,1.04,-8.72,-3.97,-3.86,0.24,-7.44,-6.54,-0.69,-3.77,-0.02,-6.15,-6.51
200712,-1.11,-1.89,0.58,7.6,1.55,1.41,-0.37,0.89,-2.72,-4.08,-4.01,-2.73
200801,-4.95,-5.94,-7.53,-9.35,-7.24,-12.36,-7.81,-6.92,-0.42,-4.54,-1.23,-3.58
200802,-0.22,-5.91,-0.16,7.17,2.66,-3.71,-3.67,-3.01,-4.85,-0.9,-10.72,-3.43
200803,1.18,-4.14,-0.63,-2.8,1.4,0.78,-0.19,0.88,1.89,-1.83,-3.78,1.9
200804,-1.38,6.63,6.08,10.71,2.73,6.89,4.63,6.33,5.18,0.43,5.66,0.14
200805,3.67,1.75,4.16,4.36,1.61,5.43,4.85,3.57,1.05,1.64,-4.11,0.83
200806,-7.37,-19.29,-10.97,2.9,-5.91,-9,-10.93,-0.58,-8.1,-3.03,-17.37,-10.27
200807,1.97,-0.21,-1.97,-15.69,3.22,-0.89,-2.95,-7.23,1.15,6.77,6.65,0.5
200808,1.83,2.47,1.57,-0.17,1.38,2.37,3.9,-0.5,5.38,1.8,-0.24,0.97
200809,-2.98,-9.19,-15.57,-12.46,-9.19,-12.61,-12.77,-12.11,-5.78,-5.95,-4.22,-11.45
200810,-12.25,-32.63,-23.72,-17.23,-15.6,-18.06,-16.22,-11.07,-15.12,-10.96,-20.03,-20.42
200811,-6.73,-11.44,-8.04,-0.45,-7.47,-11.14,-2.3,1.08,-7.68,-7.35,-13.87,-9.13
200812,0.4,1.31,3.66,-3.13,-2.1,2.19,3.56,-2.08,4.92,6.75,1.66,1.31
200901,-3.75,-12.48,-9.46,-3.11,-8.83,-3.06,-9.95,-0.81,-7.62,-2.17,-20.89,-13.63
200902,-7.69,-12.82,-15.78,-11.95,-9.75,-4.94,-7.05,-12.65,-3.1,-9.92,-14.54,-13.04
200903,6.39,12.82,8.63,3.76,5.97,11.33,7.64,2.79,9.95,7.05,14.22,10.77
200904,4.82,42.62,21.08,5.2,11.64,12.48,10.34,2.13,9.56,-0.94,17.04,15.15
200905,6.72,-2.82,4.95,10.77,6.18,3.17,1.52,4.66,-0.9,6.27,9.65,4.44
200906,0.36,3.71,-1.16,-4.84,-2.67,4.29,1.53,4.66,-0.32,3.54,-1.7,-2.05
200907,7.41,18.43,10.93,5.31,12.29,8.3,5.52,4.35,6.75,5.52,8.35,9.97
200908,0.84,2.65,4.68,0.73,-0.2,2.42,0.82,0.21,3.69,2.17,10.2,3.85
200909,4.36,3.08,6.45,5.19,6.47,5.25,6.56,2.33,2.38,2.43,1.26,6.98
200910,-0.78,-0.25,-3.57,2.23,-1.09,-1.37,-3.42,-2.74,0.06,-3.7,-4.42,-6.77
200911,3.86,9.46,7.24,3.17,8.26,5,6.67,4.51,5.04,8.22,4.26,8.58
